"","titles","prices","years","transmissions","make.1","make.2"
"1855","Toyota succeed",580000,"2003",NA,"Toyota","succeed"
"1856","Toyota Ist",710000,"2005",NA,"Toyota","Ist"
"1857","Nissan Note",770000,"2009",NA,"Nissan","Note"
"1858","Honda crv",3400000,"2013",NA,"Honda","crv"
"1859","Nissan sylphy",1050000,"2007",NA,"Nissan","sylphy"
"1860","Mitsubishi Pajero",5350000,"2015",NA,"Mitsubishi","Pajero"
"1861",NA,NA,NA,NA,NA,NA
"1862","Mazda Premacy",1700000,"2013",NA,"Mazda","Premacy"
"1863","Suzuki Swift",1450000,"2014",NA,"Suzuki","Swift"
"1864","Suzuki Alto",7e+05,"2012",NA,"Suzuki","Alto"
"1865","Hyundai accent",280000,"2000",NA,"Hyundai","accent"
"1866","Suzuki Swift",1150000,"2012",NA,"Suzuki","Swift"
"1867","Honda Civic",2400000,"2014",NA,"Honda","Civic"
"1868","Honda Civic",2300000,"2015",NA,"Honda","Civic"
"1869","Suzuki sport",950000,"2009",NA,"Suzuki","sport"
"1870","Mitsubishi Fortis",850000,"2008",NA,"Mitsubishi","Fortis"
"1871","Toyota Ractis",995000,"2011",NA,"Toyota","Ractis"
"1872",NA,NA,NA,NA,NA,NA
"1873","Nissan Bluebird",1050000,"2008",NA,"Nissan","Bluebird"
"1874","Nissan Sunny",160000,"1991",NA,"Nissan","Sunny"
"1875","Honda CIVIC",2750000,"2016",NA,"Honda","CIVIC"
"1876","Nissan Pulsar",245000,"1998",NA,"Nissan","Pulsar"
"1877","Mitsubishi Evolution",1500000,"2001",NA,"Mitsubishi","Evolution"
"1878","Subaru STI",6500000,"2016",NA,"Subaru","STI"
"1879","Nissan sylphy",520000,"2001",NA,"Nissan","sylphy"
"1880","Nissan Accord",185000,"1994",NA,"Nissan","Accord"
"1881","Toyota Vitz",480000,"2001",NA,"Toyota","Vitz"
"1882","Suzuki Vitara",4e+06,"2015",NA,"Suzuki","Vitara"
"1883",NA,NA,NA,NA,NA,NA
"1884","Suzuki VITARA",2300000,"2013",NA,"Suzuki","VITARA"
"1885","BMW 316I",450000,"2001",NA,"BMW","316I"
"1886","Toyota Camry",5e+05,"1997",NA,"Toyota","Camry"
"1887","Honda RSZ",1500000,"2009",NA,"Honda","RSZ"
"1888","Toyota Camry",3e+05,"1991",NA,"Toyota","Camry"
"1889","Honda Civic",950000,"2008",NA,"Honda","Civic"
"1890","Toyota Surf",650000,"1996",NA,"Toyota","Surf"
"1891","Audi A6",7350000,"2016",NA,"Audi","A6"
"1892","Honda STREAM",1100000,"2006",NA,"Honda","STREAM"
"1893","Volkswagen Jetta",2900000,"2015",NA,"Volkswagen","Jetta"
"1894",NA,NA,NA,NA,NA,NA
"1895","Honda RS",1200000,"2010",NA,"Honda","RS"
"1896","Toyota Passa",550000,"2008",NA,"Toyota","Passa"
"1897","Suzuki Vitara",1150000,"2007",NA,"Suzuki","Vitara"
"1898","Nissan DX",1e+06,"2006",NA,"Nissan","DX"
"1899","Honda CRV",830000,"2003",NA,"Honda","CRV"
"1900","Toyota Rav4",2500000,"2013",NA,"Toyota","Rav4"
"1901","Suzuki swift",1350000,"2014",NA,"Suzuki","swift"
"1902","Mercedes Kompressor",1170000,"2004",NA,"Mercedes","Kompressor"
"1903","Toyota Liesse",4880000,"2009",NA,"Toyota","Liesse"
"1904","Toyota ii",4630000,"2007",NA,"Toyota","ii"
"1905",NA,NA,NA,NA,NA,NA
"1906","Honda Stream",610000,"2001",NA,"Honda","Stream"
"1907","Toyota Wish",1980000,"2012",NA,"Toyota","Wish"
"1908","Toyota Hiace",995000,"2006",NA,"Toyota","Hiace"
"1909","Toyota Fielder",1600000,"2007",NA,"Toyota","Fielder"
"1910","Toyota Civic",650000,"2001",NA,"Toyota","Civic"
"1911","Nissan March",950000,"2011",NA,"Nissan","March"
"1912","BMW 316i",550000,"2002",NA,"BMW","316i"
"1913","Mercedes 250D",12500000,"2017",NA,"Mercedes","250D"
"1914","Volkswagen POLO",2300000,"2016",NA,"Volkswagen","POLO"
"1915","Nissan Bluebird",3e+05,"1997",NA,"Nissan","Bluebird"
"1916",NA,NA,NA,NA,NA,NA
"1917","Toyota isis",1700000,"2011",NA,"Toyota","isis"
"1918","Honda Accord",1300000,"2005",NA,"Honda","Accord"
"1919","Honda FIT",1850000,"2015",NA,"Honda","FIT"
"1920","Suzuki vitara",8e+05,"2005",NA,"Suzuki","vitara"
"1921","Toyota Fielder",1250000,"2010",NA,"Toyota","Fielder"
"1922","Daihatsu Mira",650000,"2012",NA,"Daihatsu","Mira"
"1923","Nissan Note",595000,"2008",NA,"Nissan","Note"
"1924","Toyota Caldina",650000,"2005",NA,"Toyota","Caldina"
"1925","Toyota Prado",2500000,"2008",NA,"Toyota","Prado"
"1926","Toyota Corolla",290000,"1992",NA,"Toyota","Corolla"
"1927",NA,NA,NA,NA,NA,NA
"1928","Toyota Caldina",8e+05,"2003",NA,"Toyota","Caldina"
"1929","Nissan Paraie",420000,"2002",NA,"Nissan","Paraie"
"1930","Honda Accord",2100000,"2009",NA,"Honda","Accord"
"1931","BMW 630i",2500000,"2007",NA,"BMW","630i"
"1932","Toyota wish",1650000,"2010",NA,"Toyota","wish"
"1933","Nissan saloon",430000,"2001",NA,"Nissan","saloon"
"1934","Toyota Vitz",1350000,"2013",NA,"Toyota","Vitz"
"1935","Nissan Note",880000,"2010",NA,"Nissan","Note"
"1936","Mercedes C180",4e+06,"2014",NA,"Mercedes","C180"
"1937","BMW 320i",2800000,"2011",NA,"BMW","320i"
"1938",NA,NA,NA,NA,NA,NA
"1939","Toyota FT86",3400000,"2014",NA,"Toyota","FT86"
"1940","Toyota 4",4900000,"2017",NA,"Toyota","4"
"1941","Toyota Caldina",650000,"2005",NA,"Toyota","Caldina"
"1942","Mini BMW",1750000,"2012",NA,"Mini","BMW"
"1943","Nissan Note",1390000,"2012",NA,"Nissan","Note"
"1944","Honda Accord",3740000,"2016",NA,"Honda","Accord"
"1945","Subaru G4",2e+06,"2012",NA,"Subaru","G4"
"1946","Daihatsu Mira",695000,"2013",NA,"Daihatsu","Mira"
"1947","Honda Fit",1320000,"2012",NA,"Honda","Fit"
"1948","Honda Fit",1270000,"2012",NA,"Honda","Fit"
"1949",NA,NA,NA,NA,NA,NA
"1950","Toyota Axio",1680000,"2012",NA,"Toyota","Axio"
"1951","Honda Accord",2800000,"2013",NA,"Honda","Accord"
"1952","Toyota Vitz",1290000,"2012",NA,"Toyota","Vitz"
"1953","Nissan Tiida",880000,"2008",NA,"Nissan","Tiida"
"1954","Nissan Tiida",910000,"2010",NA,"Nissan","Tiida"
"1955","Nissan Note",1220000,"2012",NA,"Nissan","Note"
"1956","Honda Accord",395000,"1996",NA,"Honda","Accord"
"1957","Honda Fit",1950000,"2015",NA,"Honda","Fit"
"1958","Nissan Tiida",960000,"2011",NA,"Nissan","Tiida"
"1959","Suzuki Swift",1200000,"2012",NA,"Suzuki","Swift"
"1960",NA,NA,NA,NA,NA,NA
"1961","Mercedes C220d",5400000,"2015",NA,"Mercedes","C220d"
"1962","Honda EX",2550000,"2015",NA,"Honda","EX"
"1963","Honda EX",3600000,"2017",NA,"Honda","EX"
"1964","Honda Touring",3350000,"2017",NA,"Honda","Touring"
"1965","Honda Crv",3900000,"2015",NA,"Honda","Crv"
"1966","Toyota Tacoma",6200000,"2016",NA,"Toyota","Tacoma"
"1967","BMW 328i",3400000,"2013",NA,"BMW","328i"
"1968","Yamaha R6",1100000,"2016",NA,"Yamaha","R6"
"1969","BMW 320i",3600000,"2015",NA,"BMW","320i"
"1970","Toyota Axio",2150000,"2013",NA,"Toyota","Axio"
"1971",NA,NA,NA,NA,NA,NA
"1972","Mini S",3150000,"2015",NA,"Mini","S"
"1973","Honda Accord",3400000,"2016",NA,"Honda","Accord"
"1974","Honda Accord",1020000,"2007",NA,"Honda","Accord"
"1975","Toyota Corona",260000,"1994",NA,"Toyota","Corona"
"1976","Toyota Carolla",770000,"2002",NA,"Toyota","Carolla"
"1977","Toyota Carolla",760000,"2002",NA,"Toyota","Carolla"
"1978","Honda Ek3",560000,"2000",NA,"Honda","Ek3"
"1979","Nissan Tiida",7e+05,"2006",NA,"Nissan","Tiida"
"1980","Nissan Serena",1e+06,"2008",NA,"Nissan","Serena"
"1981","Nissan Note",1310000,"2012",NA,"Nissan","Note"
"1982",NA,NA,NA,NA,NA,NA
"1983","Subaru G4",2e+06,"2014",NA,"Subaru","G4"
"1984","Toyota Axio",2520000,"2015",NA,"Toyota","Axio"
"1985","Mitsubishi Wagon",4e+05,"2001",NA,"Mitsubishi","Wagon"
"1986","Honda CRV",2300000,"2011",NA,"Honda","CRV"
"1987","Toyota Blitz",850000,"2007",NA,"Toyota","Blitz"
"1988","Toyota kingfish",630000,"2000",NA,"Toyota","kingfish"
"1989","Subaru Lagacy",350000,"1998",NA,"Subaru","Lagacy"
"1990","Subaru Hatchback",1e+06,"2008",NA,"Subaru","Hatchback"
"1991","Honda Fit",1720000,"2014",NA,"Honda","Fit"
"1992","Lexus Is250",2200000,"2008",NA,"Lexus","Is250"
"1993",NA,NA,NA,NA,NA,NA
"1994","Honda Accord",810000,"2002",NA,"Honda","Accord"
"1995","Toyota Townace",760000,"2003",NA,"Toyota","Townace"
"1996","Honda Accord",3250000,"2016",NA,"Honda","Accord"
"1997","Toyota Starlet",5e+05,"1991",NA,"Toyota","Starlet"
"1998","Toyota zio",2100000,"2012",NA,"Toyota","zio"
"1999","Toyota Style",1999998,"2012",NA,"Toyota","Style"
"2000","Toyota Start",1360000,"2012",NA,"Toyota","Start"
"2001","Nissan Note",1250000,"2012",NA,"Nissan","Note"
"2002","Nissan Teana",1950000,"2012",NA,"Nissan","Teana"
"2003","Subaru G4",2390000,"2015",NA,"Subaru","G4"
"2004",NA,NA,NA,NA,NA,NA
"2005","Mazda Premacy",1980000,"2015",NA,"Mazda","Premacy"
"2006","Mazda sport",1850000,"2012",NA,"Mazda","sport"
"2007","Mitsubishi ASX",3580000,"2016",NA,"Mitsubishi","ASX"
"2008","Honda accord",1400000,"2008",NA,"Honda","accord"
"2009","Honda Civic",1900000,"2012",NA,"Honda","Civic"
"2010","Toyota HARRIER",6800000,"2017",NA,"Toyota","HARRIER"
"2011","Toyota FIELDER",2100000,"2015",NA,"Toyota","FIELDER"
"2012","Nissan VERSA",1950000,"2015",NA,"Nissan","VERSA"
"2013","Toyota Vitz",790000,"2010",NA,"Toyota","Vitz"
"2014","Toyota 30",3177417,"2013",NA,"Toyota","30"
"2015",NA,NA,NA,NA,NA,NA
"2016","Honda Ek3",450000,"1998",NA,"Honda","Ek3"
"2017","Volkswagen Polo",2550000,"2016",NA,"Volkswagen","Polo"
"2018","BMW 320i",3440000,"2012",NA,"BMW","320i"
"2019","Mazda CX5",3200000,"2013",NA,"Mazda","CX5"
"2020","Subaru Forester",60000,"2000",NA,"Subaru","Forester"
"2021","Toyota X",2350000,"2012",NA,"Toyota","X"
"2022","Nissan SYLPHY",2450000,"2014",NA,"Nissan","SYLPHY"
"2023","Nissan Tiida",830000,"2009",NA,"Nissan","Tiida"
"2024","Toyota Sprinter",530000,"1999",NA,"Toyota","Sprinter"
"2025","Subaru Impreza",1e+06,"2008",NA,"Subaru","Impreza"
"2026",NA,NA,NA,NA,NA,NA
"2027","Toyota Passo",550000,"2006",NA,"Toyota","Passo"
"2028","Honda Accord",3e+05,"1997",NA,"Honda","Accord"
"2029","Honda Civic",1400000,"2006",NA,"Honda","Civic"
"2030","Toyota Camry",1700000,"2008",NA,"Toyota","Camry"
"2031","Mercedes Benz",1100000,"1996",NA,"Mercedes","Benz"
"2032","Volkswagen Jetta",220000,"1991",NA,"Volkswagen","Jetta"
"2033","Honda stream",1150000,"2006",NA,"Honda","stream"
"2034","Honda Civic",6e+05,"2000",NA,"Honda","Civic"
"2035","Cadillac EscaladeAvalanche",1400000,"2002",NA,"Cadillac","EscaladeAvalanche"
"2036","Toyota 100",380000,"1991",NA,"Toyota","100"
"2037",NA,NA,NA,NA,NA,NA
"2038","Volkswagen tsi",2500000,"2014",NA,"Volkswagen","tsi"
"2039","Mitsubishi fighter",2150000,"2001",NA,"Mitsubishi","fighter"
"2040","Suzuki Swift",2150000,"2015",NA,"Suzuki","Swift"
"2041","Nissan XTRAIL",690000,"2003",NA,"Nissan","XTRAIL"
"2042","Toyota x",2400000,"2010",NA,"Toyota","x"
"2043","Honda Civic",390000,"1997",NA,"Honda","Civic"
"2044","Nissan Sunny",630000,"2005",NA,"Nissan","Sunny"
"2045","Honda Civic",1250000,"2007",NA,"Honda","Civic"
"2046","Honda ACCORD",650000,"2001",NA,"Honda","ACCORD"
"2047","Nissan Note",920000,"2011",NA,"Nissan","Note"
"2048",NA,NA,NA,NA,NA,NA
"2049","Toyota Fielder",1800000,"2013",NA,"Toyota","Fielder"
"2050","Volkswagen Golf",1850000,"2013",NA,"Volkswagen","Golf"
"2051","Toyota COROLLA",1750000,"2013",NA,"Toyota","COROLLA"
"2052","Mazda Demio",720000,"2007",NA,"Mazda","Demio"
"2053","Toyota Altis",880000,"2005",NA,"Toyota","Altis"
"2054","Toyota Camry",330000,"1995",NA,"Toyota","Camry"
"2055","Honda Civic",1400000,"2009",NA,"Honda","Civic"
"2056","Toyota Tundra",7000,"2014",NA,"Toyota","Tundra"
"2057","Toyota Allion",2270000,"2013",NA,"Toyota","Allion"
"2058","Nissan Wingroad",860000,"2007",NA,"Nissan","Wingroad"
"2059",NA,NA,NA,NA,NA,NA
"2060","Toyota Axio",1320000,"2010",NA,"Toyota","Axio"
"2061","Honda Civic",2800000,"2016",NA,"Honda","Civic"
"2062","Honda Fit",1930000,"2015",NA,"Honda","Fit"
"2063","Chevrolet Stingray",1.3e+07,"2014",NA,"Chevrolet","Stingray"
"2064","BMW X6",5500000,"2011",NA,"BMW","X6"
"2065","Suzuki Swift",1300000,"2012",NA,"Suzuki","Swift"
"2066","Toyota Camry",2e+05,"1996",NA,"Toyota","Camry"
"2067","Suzuki Liana",475000,"2003",NA,"Suzuki","Liana"
"2068","Audi A4",1800000,"2007",NA,"Audi","A4"
"2069","Chevrolet Avalanche",2650000,"2009",NA,"Chevrolet","Avalanche"
"2070",NA,NA,NA,NA,NA,NA
"2071","Toyota Ipsum",1320000,"2007",NA,"Toyota","Ipsum"
"2072","BMW 528i",4500000,"2011",NA,"BMW","528i"
"2073","Mercedes A180",4600000,"2014",NA,"Mercedes","A180"
"2074","Toyota Starlet",360000,"1992",NA,"Toyota","Starlet"
"2075","Suzuki vitara",850000,"2005",NA,"Suzuki","vitara"
"2076","Toyota Belta",1300000,"2011",NA,"Toyota","Belta"
"2077","Honda aria",790000,"2007",NA,"Honda","aria"
"2078","Toyota axio",1295000,"2010",NA,"Toyota","axio"
"2079","Nissan B15",490000,"2001",NA,"Nissan","B15"
"2080","Nissan Note",1390000,"2012",NA,"Nissan","Note"
"2081",NA,NA,NA,NA,NA,NA
"2082","Toyota Hiace",30000,"2000",NA,"Toyota","Hiace"
"2083","Toyota VibeMatrix",980000,"2008",NA,"Toyota","VibeMatrix"
"2084","Honda Accord",280000,"1989",NA,"Honda","Accord"
"2085","Toyota Axio",1200000,"2007",NA,"Toyota","Axio"
"2086","Nissan Pulsar",340000,"1997",NA,"Nissan","Pulsar"
"2087","Toyota Corolla",4e+05,"1998",NA,"Toyota","Corolla"
"2088","Suzuki Liana",520000,"2004",NA,"Suzuki","Liana"
"2089","Toyota Corolla",2e+06,"2014",NA,"Toyota","Corolla"
"2090","Toyota Corolla",2e+06,"2014",NA,"Toyota","Corolla"
"2091","Suzuki Swift",720000,"2007",NA,"Suzuki","Swift"
"2092",NA,NA,NA,NA,NA,NA
"2093","Audi A4",3500000,"2013",NA,"Audi","A4"
"2094","Toyota 111",580000,"1998",NA,"Toyota","111"
"2095","Toyota lexus",730000,"2000",NA,"Toyota","lexus"
"2096","Nissan qashqai",1800000,"2010",NA,"Nissan","qashqai"
"2097","Nissan tiida",1150000,"2012",NA,"Nissan","tiida"
"2098","Toyota Passo",820000,"2012",NA,"Toyota","Passo"
"2099","Toyota Fielder",2200000,"2014",NA,"Toyota","Fielder"
"2100","Nissan Sylphy",1550000,"2012",NA,"Nissan","Sylphy"
"2101","Nissan Latio",1500000,"2013",NA,"Nissan","Latio"
"2102","Honda Integra",395000,"1998",NA,"Honda","Integra"
"2103",NA,NA,NA,NA,NA,NA
"2104","Freightliner 8500",3900000,"2005",NA,"Freightliner","8500"
"2105","Honda Fit",1800000,"2014",NA,"Honda","Fit"
"2106","Subaru Impreza",1200000,"2009",NA,"Subaru","Impreza"
"2107","Toyota Probox",1220000,"2013",NA,"Toyota","Probox"
"2108","Toyota Probox",1220000,"2013",NA,"Toyota","Probox"
"2109","Toyota Markx",3200000,"2014",NA,"Toyota","Markx"
"2110","Nissan note",1250000,"2013",NA,"Nissan","note"
"2111","Honda Fit",1350000,"2013",NA,"Honda","Fit"
"2112","Toyota mark2",490000,"1996",NA,"Toyota","mark2"
"2113","BMW 530i",890000,"2003",NA,"BMW","530i"
"2114",NA,NA,NA,NA,NA,NA
"2115","Toyota Isis",1600000,"2012",NA,"Toyota","Isis"
"2116","Daihatsu Mira",650000,"2012",NA,"Daihatsu","Mira"
"2117","Toyota ZS",1559630,"2012",NA,"Toyota","ZS"
"2118","Toyota wagan",450000,"2000",NA,"Toyota","wagan"
"2119","Toyota VITZ",999999,"2009",NA,"Toyota","VITZ"
"2120","Volkswagen Jetta",2500000,"2013",NA,"Volkswagen","Jetta"
"2121","Honda Fit",2050000,"2014",NA,"Honda","Fit"
"2122","Subaru anesis",1330000,"2011",NA,"Subaru","anesis"
"2123","Ford f150",7e+05,"2001",NA,"Ford","f150"
"2124","Toyota Axio",1380000,"2010",NA,"Toyota","Axio"
"2125",NA,NA,NA,NA,NA,NA
"2126","Toyota Corolla",130000,"1988",NA,"Toyota","Corolla"
"2127","Toyota Vitz",1250000,"2012",NA,"Toyota","Vitz"
"2128","Honda ex",2600000,"2015",NA,"Honda","ex"
"2129","Subaru Impreza",1270000,"2009",NA,"Subaru","Impreza"
"2130","Toyota Axio",1300000,"2008",NA,"Toyota","Axio"
"2131","Toyota X",2390000,"2011",NA,"Toyota","X"
"2132","Honda Steam",695000,"2001",NA,"Honda","Steam"
"2133","Mazda Demio",1250000,"2013",NA,"Mazda","Demio"
"2134","Suzuki Vitara",1890000,"2012",NA,"Suzuki","Vitara"
"2135","Nissan Note",1690000,"2015",NA,"Nissan","Note"
"2136",NA,NA,NA,NA,NA,NA
"2137","Toyota Axio",1390000,"2010",NA,"Toyota","Axio"
"2138","Honda Civic",2190000,"2014",NA,"Honda","Civic"
"2139","Subaru Impreza",1420000,"2011",NA,"Subaru","Impreza"
"2140","Subaru G4",1799000,"2012",NA,"Subaru","G4"
"2141","Toyota Vitz",1299000,"2012",NA,"Toyota","Vitz"
"2142","Nissan Juke",1895000,"2012",NA,"Nissan","Juke"
"2143","Honda CRV",3300000,"2012",NA,"Honda","CRV"
"2144","Honda Tourcing",4330000,"2016",NA,"Honda","Tourcing"
"2145","Toyota X",2510000,"2012",NA,"Toyota","X"
"2146","Toyota Passo",895000,"2012",NA,"Toyota","Passo"
"2147",NA,NA,NA,NA,NA,NA
"2148","Toyota Ipsum",1270000,"2008",NA,"Toyota","Ipsum"
"2149","Honda EK",595000,"1999",NA,"Honda","EK"
"2150","Subaru G4",1710000,"2012",NA,"Subaru","G4"
"2151","Mitsubishi Fortis",1670000,"2009",NA,"Mitsubishi","Fortis"
"2152","Suzuki Sport",995000,"2009",NA,"Suzuki","Sport"
"2153","Nissan B15",445000,"2002",NA,"Nissan","B15"
"2154","Nissan Teana",1060000,"2009",NA,"Nissan","Teana"
"2155","Toyota corrolla",350000,"1996",NA,"Toyota","corrolla"
"2156","Honda Si",650000,"2005",NA,"Honda","Si"
"2157","Suzuki vitara",970000,"2007",NA,"Suzuki","vitara"
"2158",NA,NA,NA,NA,NA,NA
"2159","Nissan Tiida",1080000,"2011",NA,"Nissan","Tiida"
"2160","Toyota Regiusace",3700000,"2012",NA,"Toyota","Regiusace"
"2161","Toyota Axio",1450000,"2011",NA,"Toyota","Axio"
"2162","Toyota Fortuner",2100000,"2008",NA,"Toyota","Fortuner"
"2163","Toyota Coaster",3900000,"2004",NA,"Toyota","Coaster"
"2164","Honda Civic",550000,"1999",NA,"Honda","Civic"
"2165","Audi SportBack",3290000,"2015",NA,"Audi","SportBack"
"2166","Toyota Corrolla",480000,"1994",NA,"Toyota","Corrolla"
"2167","Toyota Wish",2650000,"2015",NA,"Toyota","Wish"
"2168","Toyota vista",480000,"1998",NA,"Toyota","vista"
"2169",NA,NA,NA,NA,NA,NA
"2170","Honda si",420000,"1992",NA,"Honda","si"
"2171","Toyota Isis",9e+05,"2007",NA,"Toyota","Isis"
"2172","Nissan note",1450000,"2012",NA,"Nissan","note"
"2173","Nissan teana",1900000,"2012",NA,"Nissan","teana"
"2174","Isuzu Truck",1300000,"2008",NA,"Isuzu","Truck"
"2175","Suzuki Swift",160000,"1994",NA,"Suzuki","Swift"
"2176","Honda HRV",3800000,"2015",NA,"Honda","HRV"
"2177","Nissan cube",810000,"2011",NA,"Nissan","cube"
"2178","Honda stream",1400000,"2009",NA,"Honda","stream"
"2179","Subaru Impreza",8e+05,"2007",NA,"Subaru","Impreza"
"2180",NA,NA,NA,NA,NA,NA
"2181","Land td4",9e+05,"2005",NA,"Land","td4"
"2182","Toyota 4",2800000,"2013",NA,"Toyota","4"
"2183","Suzuki RS",1500000,"2012",NA,"Suzuki","RS"
"2184","Toyota Prenio",1930000,"2012",NA,"Toyota","Prenio"
"2185","Nissan AD",1300000,"2013",NA,"Nissan","AD"
"2186","Toyota Hybrid",2300000,"2013",NA,"Toyota","Hybrid"
"2187","Honda RSZ",2e+06,"2011",NA,"Honda","RSZ"
"2188","Honda Hybrid",3820000,"2013",NA,"Honda","Hybrid"
"2189","Toyota Sport",2800000,"2012",NA,"Toyota","Sport"
"2190","Toyota Vitz",495000,"2003",NA,"Toyota","Vitz"
"2191",NA,NA,NA,NA,NA,NA
"2192","Nissan 350gt",5e+06,"2014",NA,"Nissan","350gt"
"2193","Honda EQ",635000,"2001",NA,"Honda","EQ"
"2194","Honda Fit",1450000,"2013",NA,"Honda","Fit"
"2195","Nissan wagon",570000,"2008",NA,"Nissan","wagon"
"2196","Toyota Noah",1650000,"2009",NA,"Toyota","Noah"
"2197","Toyota calidina",280000,"1997",NA,"Toyota","calidina"
"2198","Suzuki Swift",850000,"2007",NA,"Suzuki","Swift"
"2199","Daewoo Lanos",120000,"1999",NA,"Daewoo","Lanos"
"2200","Nissan JUKE",2450000,"2015",NA,"Nissan","JUKE"
"2201","Toyota 2",620000,"2001",NA,"Toyota","2"
"2202",NA,NA,NA,NA,NA,NA
"2203","Honda Fit",1300000,"2012",NA,"Honda","Fit"
"2204","Toyota ii",450000,"1998",NA,"Toyota","ii"
"2205","Mitsubishi ASX",5650000,"2018",NA,"Mitsubishi","ASX"
"2206","Nissan TIIDA",790000,"2008",NA,"Nissan","TIIDA"
"2207","Mitsubishi SPORT",750000,"2003",NA,"Mitsubishi","SPORT"
"2208","Land Rover",1700000,"2004",NA,"Land","Rover"
"2209","Honda CIVIC",1050000,"2009",NA,"Honda","CIVIC"
"2210","Nissan QASHQAI",1500000,"2010",NA,"Nissan","QASHQAI"
"2211","Nissan Note",6e+05,"2008",NA,"Nissan","Note"
"2212","Mitsubishi Cedia",430000,"2001",NA,"Mitsubishi","Cedia"
"2213",NA,NA,NA,NA,NA,NA
"2214","BMW 530i",1600000,"2006",NA,"BMW","530i"
"2215","Honda CRV",1300000,"2005",NA,"Honda","CRV"
"2216","Toyota Premio",960000,"2006",NA,"Toyota","Premio"
"2217","Toyota Corolla",450000,"1995",NA,"Toyota","Corolla"
"2218","Subaru Impreza",590000,"2007",NA,"Subaru","Impreza"
"2219","Ford Ranger",3192820,"2015",NA,"Ford","Ranger"
"2220","Toyota Axio",1680000,"2012",NA,"Toyota","Axio"
"2221","Mitsubishi Lancer",250000,"1998",NA,"Mitsubishi","Lancer"
"2222","Toyota Ractis",1500000,"2012",NA,"Toyota","Ractis"
"2223","Nissan Latio",1450000,"2012",NA,"Nissan","Latio"
"2224",NA,NA,NA,NA,NA,NA
"2225","Toyota Avensis",2050000,"2012",NA,"Toyota","Avensis"
"2226","Suzuki Alto",750000,"2012",NA,"Suzuki","Alto"
"2227","Volkswagen Jetta",3500000,"2016",NA,"Volkswagen","Jetta"
"2228","Mitsubishi ASX",4900000,"2017",NA,"Mitsubishi","ASX"
"2229","Toyota altis",770000,"2007",NA,"Toyota","altis"
"2230","BMW 330i",1590000,"2006",NA,"BMW","330i"
"2231","Toyota Levin",550000,"1999",NA,"Toyota","Levin"
"2232","Toyota Altezza",650000,"1999",NA,"Toyota","Altezza"
"2233","Honda INSPIRE",1580000,"2008",NA,"Honda","INSPIRE"
"2234","Honda Civic",590000,"2001",NA,"Honda","Civic"
"2235",NA,NA,NA,NA,NA,NA
"2236","Honda Civic",1490000,"2010",NA,"Honda","Civic"
"2237","Subaru sport",2250000,"2015",NA,"Subaru","sport"
"2238","BMW 320i",1350000,"2007",NA,"BMW","320i"
"2239","Toyota Tundra",4850000,"2012",NA,"Toyota","Tundra"
"2240","Toyota Corolla",1400000,"2007",NA,"Toyota","Corolla"
"2241","Nissan bigthumb",250000,"1998",NA,"Nissan","bigthumb"
"2242","Honda Ex",2250000,"2014",NA,"Honda","Ex"
"2243","Nissan tiida",1250000,"2011",NA,"Nissan","tiida"
"2244","Toyota Vista",3e+05,"1996",NA,"Toyota","Vista"
"2245","Toyota camry",380000,"1996",NA,"Toyota","camry"
"2246",NA,NA,NA,NA,NA,NA
"2247","Honda cl7",940000,"2002",NA,"Honda","cl7"
"2248","Suzuki Swift",740000,"2007",NA,"Suzuki","Swift"
"2249","Nissan Tiida",1400000,"2012",NA,"Nissan","Tiida"
"2250","Audi a4",1180000,"2008",NA,"Audi","a4"
"2251","Toyota Yaris",480000,"2004",NA,"Toyota","Yaris"
"2252","Honda Ridgeline",1400000,"2006",NA,"Honda","Ridgeline"
"2253","Nissan sylphy",5e+05,"2001",NA,"Nissan","sylphy"
"2254","BMW X5",3600000,"2008",NA,"BMW","X5"
"2255","Mazda DEMIO",8e+05,"2009",NA,"Mazda","DEMIO"
"2256","Toyota Corolla",420000,"2001",NA,"Toyota","Corolla"
"2257",NA,NA,NA,NA,NA,NA
"2258","Honda Stream",1650000,"2010",NA,"Honda","Stream"
"2259","Toyota Yaris",1450000,"2013",NA,"Toyota","Yaris"
"2260","Honda inspire",280000,"1995",NA,"Honda","inspire"
"2261","Nissan sunny",470000,"2002",NA,"Nissan","sunny"
"2262","Nissan Caravan",1360000,"2008",NA,"Nissan","Caravan"
"2263","Toyota Auris",1050000,"2008",NA,"Toyota","Auris"
"2264","Toyota Altis",9e+05,"2004",NA,"Toyota","Altis"
"2265","Suzuki Swift",2e+05,"1995",NA,"Suzuki","Swift"
"2266","Toyota AXIO",1900000,"2013",NA,"Toyota","AXIO"
"2267","Honda Stream",1200000,"2006",NA,"Honda","Stream"
"2268",NA,NA,NA,NA,NA,NA
"2269","Suzuki Swift",250000,"1998",NA,"Suzuki","Swift"
"2270","Honda ef",250000,"1990",NA,"Honda","ef"
"2271","Isuzu 45",3500000,"2008",NA,"Isuzu","45"
"2272","Toyota Ipsum",1250000,"2009",NA,"Toyota","Ipsum"
"2273","Toyota Wiah",1340000,"2009",NA,"Toyota","Wiah"
"2274","Subaru Turbocharged",850000,"2003",NA,"Subaru","Turbocharged"
"2275","Honda Accord",650000,"1998",NA,"Honda","Accord"
"2276","Nissan sunny",330000,"1997",NA,"Nissan","sunny"
