"","titles","prices","years","transmissions","make.1","make.2"
"3256","Toyota Isis","1390000","2009 ","Automatic",Toyota,Isis
"3257","Toyota Corolla Axio","1850000","2013 ","Automatic",Toyota,Corolla Axio
"3258","Toyota Mark X","2850000","2012 ","Tiptronic",Toyota,Mark X
"3259","Isuzu ELF","1900000","2005 ","Manual",Isuzu,ELF
"3260","Nissan AD Wagon",NA,"1991 ","Automatic",Nissan,AD Wagon
"3261","Mercedes-Benz 220","2250000","2008 ","Automatic",Mercedes-Benz,220
"3262","Nissan Tiida","1200000","2012 ","Automatic",Nissan,Tiida
"3263","Toyota Voxy","2100000","2011 ","Automatic",Toyota,Voxy
"3264","Toyota Prado",NA,"1998 ","Automatic",Toyota,Prado
"3265","Toyota Isis Platana",NA,"2011 ","Automatic",Toyota,Isis Platana
"3266","Toyota Rav 4 sport","2750000","2012 ","Automatic",Toyota,Rav 4 sport
"3267","Toyota Mark X",NA,"2012 ","Automatic",Toyota,Mark X
"3268","Nissan Caravan","550000","2004 ","Automatic",Nissan,Caravan
"3269","Toyota reguis hiace ","3500000","2013 ","Automatic",Toyota,reguis hiace 
"3270","Toyota Mark X",NA,"2011 ","Automatic",Toyota,Mark X
"3271","Nissan Note","720000","2008 ","Automatic",Nissan,Note
"3272","Toyota Corolla XLI","2600000","2015 ","Automatic",Toyota,Corolla XLI
"3273","BMW 435i Coupe",NA,"2014 ","Tiptronic",BMW,435i Coupe
"3274","BMW 520d","4500000","2011 ","Automatic",BMW,520d
"3275","Audi TT","3490000","2012 ","Tiptronic",Audi,TT
"3276","Suzuki Swift","1050000","2011 ","Automatic",Suzuki,Swift
"3277","Infiniti G35",NA,"2005 ","Tiptronic",Infiniti,G35
"3278","Scion XB",NA,"2013 ","Automatic",Scion,XB
"3279","Nissan Note",NA,"2012 ","Automatic",Nissan,Note
"3280","Honda Fit","1390000","2012 ","Automatic",Honda,Fit
"3281","Isuzu forward","5300000","2010 ","Manual",Isuzu,forward
"3282","Toyota Camry","3800000","2016 ","Automatic",Toyota,Camry
"3283","Toyota Corolla Axio","2100000","2014 ","Automatic",Toyota,Corolla Axio
"3284","Toyota Voxy",NA,"2012 ","Automatic",Toyota,Voxy
"3285","Toyota Mark X","2370000","2012 ","Automatic",Toyota,Mark X
"3286","Nissan LATIO","1450000","2013 ","Automatic",Nissan,LATIO
"3287","Toyota Allion",NA,"2008 ","Automatic",Toyota,Allion
"3288","Honda Fit","1980000","2015 ","Automatic",Honda,Fit
"3289","Acura CL","5e+05","1997 ","Manual",Acura,CL
"3290","Toyota Hiace","2550000","2012 ","Manual",Toyota,Hiace
"3291","Mazda Premacy","1800000","2012 ","Automatic",Mazda,Premacy
"3292","Suzuki Swift","835000","2010 ","Automatic",Suzuki,Swift
"3293","Honda Stream","1880000","2011 ","Automatic",Honda,Stream
"3294","Toyota kingfish","750000","2001 ","Automatic",Toyota,kingfish
"3295","BMW 320i","850000","2008 ","Automatic",BMW,320i
"3296","Toyota Corolla E110","430000","1996 ","Automatic",Toyota,Corolla E110
"3297","Toyota Axio X","1300000","2011 ","Automatic",Toyota,Axio X
"3298","Mitsubishi canter truck","850000","2001 ","Manual",Mitsubishi,canter truck
"3299","Nissan Bluebird Sylphy","1590000","2012 ","Automatic",Nissan,Bluebird Sylphy
"3300","Mitsubishi Pajero GLS","1450000","2002 ","Tiptronic",Mitsubishi,Pajero GLS
"3301","Honda Civic EX","2100000","2014 ","Automatic",Honda,Civic EX
"3302","BMW 325i","450000","2002 ","Tiptronic",BMW,325i
"3303","Toyota Mark X","1400000","2008 ","Automatic",Toyota,Mark X
"3304","Toyota Allion","2550000","2014 ","Automatic",Toyota,Allion
"3305","Daihatsu Boon","590000","2005 ","Automatic",Daihatsu,Boon
"3306","Toyota Vitz","9e+05","2010 ","Automatic",Toyota,Vitz
"3307","Mercedes-Benz E-350",NA,"2014 ","Tiptronic",Mercedes-Benz,E-350
"3308","Nissan AD Wagon","1100000","2013 ","Automatic",Nissan,AD Wagon
"3309","Honda Fit","1980000","2015 ","Automatic",Honda,Fit
"3310","Toyota Voxy",NA,"2012 ","Automatic",Toyota,Voxy
"3311","Honda Stream","750000","2004 ","Automatic",Honda,Stream
"3312","Toyota Allion","2180000","2013 ","Automatic",Toyota,Allion
"3313","Toyota Mark X","2300000","2011 ","Automatic",Toyota,Mark X
"3314","Toyota Harrier","3e+06","2010 ","Tiptronic",Toyota,Harrier
"3315","Honda HRV","2900000","2016 ","Automatic",Honda,HRV
"3316","Mitsubishi Lancer Wagon","990000","2012 ","Automatic",Mitsubishi,Lancer Wagon
"3317","Mazda Demio",NA,"2013 ","Automatic",Mazda,Demio
"3318","Toyota FT86 GT86 BRZ FRS","3400000","2014 ","Automatic",Toyota,FT86 GT86 BRZ FRS
"3319","Toyota Corolla E111","640000","1998 ","Manual",Toyota,Corolla E111
"3320","Nissan AD Wagon","1050000","2013 ","Automatic",Nissan,AD Wagon
"3321","Honda Stream RSZ",NA," ","Automatic",Honda,Stream RSZ
"3322","Honda CR-V",NA,"2000 ","Automatic",Honda,CR-V
"3323","Honda CIVIC","780000","2003 ","Automatic",Honda,CIVIC
"3324","Honda CIVIC","470000","1997 ","Automatic",Honda,CIVIC
"3325","Honda CR-V","1690000","2007 ","Automatic",Honda,CR-V
"3326","Toyota Vitz","1200000","2012 ","Automatic",Toyota,Vitz
"3327","Toyota Allion","2450000","2014 ","Automatic",Toyota,Allion
"3328","Suzuki  swift","1580000","2013 ","Automatic",Suzuki, swift
"3329","Toyota Voxy","1400000","2007 ","Automatic",Toyota,Voxy
"3330","Honda Accord Sport",NA,"2017 ","Automatic",Honda,Accord Sport
"3331","Honda Insight","1450000","2012 ","Automatic",Honda,Insight
"3332","Nissan Note",NA,"2013 ","Automatic",Nissan,Note
"3333","Toyota wish",NA,"2010 ","Automatic",Toyota,wish
"3334","Toyota Rav 4 G","2850000","2012 ","Automatic",Toyota,Rav 4 G
"3335","Honda Accord",NA,"2007 ","Automatic",Honda,Accord
"3336","Honda Integra","3e+05","1996 ","Automatic",Honda,Integra
"3337","Toyota Fielder",NA,"2003 ","Manual",Toyota,Fielder
"3338","Mazda Demio",NA,"2012 ","Automatic",Mazda,Demio
"3339","Nissan Tiida","950000","2009 ","Automatic",Nissan,Tiida
"3340","Honda CIVIC","2690000","2014 ","Automatic",Honda,CIVIC
"3341","Honda Civic","2350000","2014 ","Automatic",Honda,Civic
"3342","Toyota Liteace","1450000","2011 ","Automatic",Toyota,Liteace
"3343","Honda Inspire","2200000","2011 ","Automatic",Honda,Inspire
"3344","Honda FIT SPORT","2400000","2015 ","Tiptronic",Honda,FIT SPORT
"3345","Subaru  impreza","2100000","2014 ","Automatic",Subaru, impreza
"3346","Toyota Corsa",NA,"1995 ","Automatic",Toyota,Corsa
"3347","Nissan Lafesta","1100000","2010 ","Automatic",Nissan,Lafesta
"3348","Toyota Probox",NA,"2014 ","Automatic",Toyota,Probox
"3349","Honda CIVIC",NA,"2012 ","Automatic",Honda,CIVIC
"3350","Honda Fit","1300000","2012 ","Automatic",Honda,Fit
"3351","Toyota Hiace","2650000","2012 ","Automatic",Toyota,Hiace
"3352","Toyota Camry",NA,"2016 ","Automatic",Toyota,Camry
"3353","Nissan Lafesta",NA,"2011 ","Automatic",Nissan,Lafesta
"3354","Honda Fit","1380000","2013 ","Automatic",Honda,Fit
"3355","Suzuki Swift",NA,"2015 ","Automatic",Suzuki,Swift
"3356","Toyota Corolla Kingfish","745000","2002 ","Automatic",Toyota,Corolla Kingfish
"3357","Nissan Teana","2150000","2013 ","Automatic",Nissan,Teana
"3358","Toyota wish","1770000","2010 ","Automatic",Toyota,wish
"3359","Toyota Axio (2wd)","2230000","2015 ","Automatic",Toyota,Axio (2wd)
"3360","Jaguar S-Type","1500000","2004 ","Automatic",Jaguar,S-Type
"3361","Toyota Caldina",NA,"2004 ","Automatic",Toyota,Caldina
"3362","Toyota VOxy ZS Kirameki","2850000","2013 ","Automatic",Toyota,VOxy ZS Kirameki
"3363","Lexus 450H",NA,"2010 ","Automatic",Lexus,450H
"3364","Toyota wish",NA,"2011 ","Automatic",Toyota,wish
"3365","Toyota Vitz","1550000","2013 ","Automatic",Toyota,Vitz
"3366","Nissan Frontier","3200000","2011 ","Automatic",Nissan,Frontier
"3367","Nissan Bluebird Sylphy","1480000","2011 ","Automatic",Nissan,Bluebird Sylphy
"3368","Toyota Fielder",NA,"2010 ","Automatic",Toyota,Fielder
"3369","Toyota Mark X","2900000","2014 ","Automatic",Toyota,Mark X
"3370","Hyundai Sonata","550000","2005 ","Automatic",Hyundai,Sonata
"3371","Toyota Isis Platana","2100000","2012 ","Automatic",Toyota,Isis Platana
"3372","Toyota Belta","1380000","2012 ","Automatic",Toyota,Belta
"3373","Toyota Hilux","5950000","2016 ","Manual",Toyota,Hilux
"3374","Toyota AXIO",NA,"2015 ","Automatic",Toyota,AXIO
"3375","Nissan AD Wagon","1040000","2013 ","Automatic",Nissan,AD Wagon
"3376","BMW X3","6e+06","2014 ","Automatic",BMW,X3
"3377","BMW ","1900000","2009 ","Automatic",BMW,
"3378","Toyota Belta",NA,"2012 ","Automatic",Toyota,Belta
"3379","Toyota Isis","1720000","2011 ","Automatic",Toyota,Isis
"3380","Toyota Vitz","1400000","2013 ","Automatic",Toyota,Vitz
"3381","Toyota Supra","6e+06","1999 ","Manual",Toyota,Supra
"3382","Toyota Altis","980000","2006 ","Automatic",Toyota,Altis
"3383","Mitsubishi Lancer",NA,"2008 ","Automatic",Mitsubishi,Lancer
"3384","Honda CIVIC","2300000","2015 ","Automatic",Honda,CIVIC
"3385","Nissan Caravan",NA,"2012 ","Automatic",Nissan,Caravan
"3386","Audi A6","2800000","2009 ","Manual",Audi,A6
"3387","Honda Accord","1650000","2009 ","Automatic",Honda,Accord
"3388","Toyota VOxy ZS Kirameki","2900000","2013 ","Automatic",Toyota,VOxy ZS Kirameki
"3389","Toyota Fielder",NA,"2014 ","Automatic",Toyota,Fielder
"3390","Toyota Noah","1995000","2011 ","Automatic",Toyota,Noah
"3391","Toyota Tacoma","4600000","2013 ","Automatic",Toyota,Tacoma
"3392","Toyota Corolla Kingfish",NA,"2001 ","Automatic",Toyota,Corolla Kingfish
"3393","Nissan march","930000","2012 ","Automatic",Nissan,march
"3394","Toyota Fielder s","1590000","2011 ","Automatic",Toyota,Fielder s
"3395","Toyota AXIO","1150000","2008 ","Automatic",Toyota,AXIO
"3396","Toyota Vitz","1600000","2013 ","Automatic",Toyota,Vitz
"3397","Toyota Vitz",NA,"2013 ","Automatic",Toyota,Vitz
"3398","Toyota AXIO","1730000","2013 ","Automatic",Toyota,AXIO
"3399","Toyota MARK X (PREMIUM 250G)","3150000","2014 ","Tiptronic",Toyota,MARK X (PREMIUM 250G)
"3400","Honda Fit",NA,"2015 ","Automatic",Honda,Fit
"3401","BMW ","1900000","2010 ","Automatic",BMW,
"3402","Honda Stepwagon","1840000","2011 ","Automatic",Honda,Stepwagon
"3403","Mazda Premacy","850000","2008 ","Automatic",Mazda,Premacy
"3404","Honda CIVIC","2950000","2016 ","Automatic",Honda,CIVIC
"3405","Mazda 6 (ts)","1500000","2010 ","Manual",Mazda,6 (ts)
"3406","Nissan AD Wagon",NA,"2012 ","Automatic",Nissan,AD Wagon
"3407","Toyota AXIO",NA,"2012 ","Automatic",Toyota,AXIO
"3408","Honda Torneo","670000","2002 ","Automatic",Honda,Torneo
"3409","Mitsubishi Lancer","370000","1997 ","Automatic",Mitsubishi,Lancer
"3410","Toyota Voxy X","1730000","2008 ","Automatic",Toyota,Voxy X
"3411","Honda Accord","450000","1999 ","Automatic",Honda,Accord
"3412","Nissan Bluebird Sylphy","970000","2007 ","Automatic",Nissan,Bluebird Sylphy
"3413","Mazda Premacy","2e+06","2013 ","Automatic",Mazda,Premacy
"3414","Toyota TownAce",NA,"2012 ","Automatic",Toyota,TownAce
"3415","Mercedes-Benz 300E","7e+05","1993 ","Automatic",Mercedes-Benz,300E
"3416","Toyota FEILDER","1730000","2013 ","Automatic",Toyota,FEILDER
"3417","Nissan Sunny B15","550000","2004 ","Automatic",Nissan,Sunny B15
"3418","Mazda Demio","590000","2007 ","Automatic",Mazda,Demio
"3419","Toyota Fielder","1640000","2012 ","Automatic",Toyota,Fielder
"3420","Honda Accord","2970000","2013 ","Automatic",Honda,Accord
"3421","Honda Stream RSZ","2250000","2012 ","Automatic",Honda,Stream RSZ
"3422","Toyota Avensis","1450000","2011 ","Automatic",Toyota,Avensis
"3423","Toyota Belta",NA,"2012 ","Automatic",Toyota,Belta
"3424","Freightliner truck","3500000","2007 ","Tiptronic",Freightliner,truck
"3425","Toyota Mark X","3250000","2014 ","Tiptronic",Toyota,Mark X
"3426","Nissan Lafesta",NA,"2006 ","Automatic",Nissan,Lafesta
"3427","Toyota aqua","1350000","2012 ","Automatic",Toyota,aqua
"3428","Mitsubishi Airtrek",NA,"2003 ","Automatic",Mitsubishi,Airtrek
"3429","BMW X3","3700000","2012 ","Automatic",BMW,X3
"3430","Daihatsu Boon",NA,"2008 ","Automatic",Daihatsu,Boon
"3431","Honda Stream","1890000","2011 ","Automatic",Honda,Stream
"3432","Toyota Vitz",NA,"2014 ","Automatic",Toyota,Vitz
"3433","Toyota Fielder","2e+06","2014 ","Automatic",Toyota,Fielder
"3434","Land Rover Range Rover","5950000","2012 ","Automatic",Land,Rover Range Rover
"3435","Toyota wish",NA,"2011 ","Automatic",Toyota,wish
"3436","Toyota AXIO","2350000","2015 ","Automatic",Toyota,AXIO
"3437","Toyota AXIO",NA,"2012 ","Automatic",Toyota,AXIO
"3438","Toyota wish",NA,"2011 ","Automatic",Toyota,wish
"3439","Toyota wish",NA,"2015 ","Automatic",Toyota,wish
"3440","Nissan AD Expert Wagon",NA,"2013 ","Automatic",Nissan,AD Expert Wagon
"3441","Honda CR-V","550000","1999 ","Automatic",Honda,CR-V
"3442","Toyota Vitz","1300000","2012 ","Automatic",Toyota,Vitz
"3443","Honda Stream","2180000","2012 ","Automatic",Honda,Stream
"3444","Nissan Wingroad","950000","2011 ","Automatic",Nissan,Wingroad
"3445","Toyota Isis","1850000","2011 ","Automatic",Toyota,Isis
"3446","Toyota AXIO","2380000","2015 ","Automatic",Toyota,AXIO
"3447","Toyota AXIO",NA,"2012 ","Automatic",Toyota,AXIO
"3448","Honda Fit Shuttle",NA,"2012 ","Automatic",Honda,Fit Shuttle
"3449","Toyota Caldina",NA,"1999 ","Automatic",Toyota,Caldina
"3450","Toyota AXIO",NA,"2014 ","Automatic",Toyota,AXIO
"3451","Honda Fit","990000","2010 ","Automatic",Honda,Fit
"3452","Nissan Sylphy","2690000","2016 ","Automatic",Nissan,Sylphy
"3453","Suzuki Grand Vitara","4e+06","2015 ","Automatic",Suzuki,Grand Vitara
"3454","Honda CIVIC","680000","2002 ","Automatic",Honda,CIVIC
"3455","BMW X6","4200000","2009 ","Automatic",BMW,X6
"3456","Ford F150","1100000","2002 ","Automatic",Ford,F150
"3457","Subaru  Legacy",NA,"2008 ","Automatic",Subaru, Legacy
"3458","Nissan Teana","2150000","2013 ","Automatic",Nissan,Teana
"3459","Suzuki Swift","1350000","2014 ","Automatic",Suzuki,Swift
"3460","Toyota Mark X",NA,"2013 ","Automatic",Toyota,Mark X
"3461","Nissan Sunny B15","490000","2004 ","Automatic",Nissan,Sunny B15
"3462","Suzuki Swift RS","1450000","2012 ","Manual",Suzuki,Swift RS
"3463","Honda Civic EX","3500000","2017 ","Automatic",Honda,Civic EX
"3464","Nissan Wingroad","950000","2011 ","Automatic",Nissan,Wingroad
"3465","Toyota Isis Platana","1430000","2008 ","Automatic",Toyota,Isis Platana
"3466","Toyota Fielder","1750000","2012 ","Automatic",Toyota,Fielder
"3467","Toyota Mark X","950000","2001 ","Automatic",Toyota,Mark X
"3468","Toyota Corolla XLI",NA,"2008 ","Automatic",Toyota,Corolla XLI
"3469","Toyota Isis","1740000","2012 ","Automatic",Toyota,Isis
"3470","Toyota Voxy",NA,"2012 ","Automatic",Toyota,Voxy
"3471","Subaru  Legacy","2550000","2013 ","Automatic",Subaru, Legacy
"3472","Honda Stream RSZ","1100000","2006 ","Automatic",Honda,Stream RSZ
"3473","Honda Fit","650000","2007 ","Automatic",Honda,Fit
"3474","Toyota Fielder","1600000","2012 ","Automatic",Toyota,Fielder
"3475","Nissan Caravan","2200000","2013 ","Automatic",Nissan,Caravan
"3476","Nissan Note","1300000","2013 ","Automatic",Nissan,Note
"3477","Honda CIVIC","1500000","2010 ","Automatic",Honda,CIVIC
"3478","Honda CR-V",NA,"2012 ","Automatic",Honda,CR-V
"3479","Toyota kingfish","870000","2003 ","Automatic",Toyota,kingfish
"3480","Toyota Corolla E111","7e+05","1999 ","Manual",Toyota,Corolla E111
"3481","Toyota Avensis","980000","2007 ","Automatic",Toyota,Avensis
"3482","Toyota Carona","520000","1999 ","Automatic",Toyota,Carona
"3483","Toyota Mark X","2490000","2012 ","Tiptronic",Toyota,Mark X
"3484","Nissan Tiida","750000","2009 ","Automatic",Nissan,Tiida
"3485","Nissan Xtrail",NA,"2014 ","Automatic",Nissan,Xtrail
"3486","Toyota IPSUM","1300000","2007 ","Automatic",Toyota,IPSUM
"3487","Toyota Fielder","1990000","2012 ","Automatic",Toyota,Fielder
"3488","Nissan Caravan",NA,"2011 ","Automatic",Nissan,Caravan
"3489","Toyota Rav 4","3395000","2014 ","Automatic",Toyota,Rav 4
"3490","Toyota Camry",NA,"2012 ","Automatic",Toyota,Camry
"3491","Toyota Corolla Kingfish","980000","2006 ","Automatic",Toyota,Corolla Kingfish
"3492","Toyota Wish S","1480000","2009 ","Automatic",Toyota,Wish S
"3493","Toyota Belta",NA,"2011 ","Automatic",Toyota,Belta
"3494","Toyota Rav4",NA,"2002 ","Automatic",Toyota,Rav4
"3495","Nissan Serena",NA,"2012 ","Automatic",Nissan,Serena
"3496","Toyota wish","2150000","2012 ","Automatic",Toyota,wish
"3497","Nissan Wingroad","1420000","2013 ","Automatic",Nissan,Wingroad
"3498","Honda Stepwagon","2250000","2013 ","Automatic",Honda,Stepwagon
"3499","Toyota AXIO",NA,"2014 ","Automatic",Toyota,AXIO
"3500","Nissan Juke",NA,"2011 ","Automatic",Nissan,Juke
"3501","Toyota Vitz",NA,"2012 ","Automatic",Toyota,Vitz
"3502","Toyota Noah","1400000","2007 ","Automatic",Toyota,Noah
"3503","Toyota Tacoma","2450000","2005 ","Automatic",Toyota,Tacoma
"3504","Toyota Coaster","6950000","2014 ","Automatic",Toyota,Coaster
"3505","Nissan Bluebird Sylphy","1650000","2012 ","Automatic",Nissan,Bluebird Sylphy
"3506","Nissan Tiida","1060000","2012 ","Automatic",Nissan,Tiida
"3507","Toyota Fielder",NA,"2005 ","Automatic",Toyota,Fielder
"3508","Mitsubishi L200","5e+05","1999 ","Automatic",Mitsubishi,L200
"3509","toyota voxy","2350000","2012 ","Automatic",toyota,voxy
"3510","Subaru  IMPREZA SPORT","1800000","2013 ","Automatic",Subaru, IMPREZA SPORT
"3511","Toyota AXIO",NA,"2012 ","Automatic",Toyota,AXIO
"3512","Honda Fit","870000","2007 ","Automatic",Honda,Fit
"3513","Nissan Tiida",NA,"2012 ","Automatic",Nissan,Tiida
"3514","Toyota Mark X","3150000","2013 ","Automatic",Toyota,Mark X
"3515","Toyota altis S","890000","2005 ","Automatic",Toyota,altis S
"3516","Nissan Cube",NA,"2008 ","Automatic",Nissan,Cube
"3517","Nissan AD Wagon","9e+05","2012 ","Automatic",Nissan,AD Wagon
"3518","Toyota Isis","1300000","2007 ","Automatic",Toyota,Isis
"3519","Toyota Noah","1050000","2002 ","Automatic",Toyota,Noah
"3520","Toyota Mark X","2250000","2012 ","Automatic",Toyota,Mark X
"3521","Toyota Probox","1290000","2013 ","Automatic",Toyota,Probox
"3522","Toyota AXIO","1850000","2013 ","Automatic",Toyota,AXIO
"3523","Subaru  IMPREZA SPORT","1750000","2013 ","Automatic",Subaru, IMPREZA SPORT
"3524","Subaru  IMPREZA SPORT","1950000","2014 ","Automatic",Subaru, IMPREZA SPORT
"3525","Toyota Rav 4","1100000","2004 ","Automatic",Toyota,Rav 4
"3526","Toyota Camry SV 40",NA,"1997 ","Manual",Toyota,Camry SV 40
"3527","Nissan Caravan",NA,"2011 ","Automatic",Nissan,Caravan
"3528","Suzuki Grand Vitara",NA,"2016 ","Automatic",Suzuki,Grand Vitara
"3529","Chevrolet Epica",NA,"2009 ","Automatic",Chevrolet,Epica
"3530","Honda Fit","1300000","2013 ","Automatic",Honda,Fit
"3531","Honda Accord","2300000","2011 ","Automatic",Honda,Accord
"3532","Suzuki Swift","1500000","2012 ","Automatic",Suzuki,Swift
"3533","Toyota Allion","3100000","2015 ","Automatic",Toyota,Allion
"3534","Nissan Altima","3700000","2016 ","Automatic",Nissan,Altima
"3535","Toyota Alphard","3970000","2012 ","Automatic",Toyota,Alphard
"3536","Hyundai Accent","2200000","2014 ","Automatic",Hyundai,Accent
"3537","Honda Fit","1350000","2012 ","Automatic",Honda,Fit
"3538","Toyota Wish S","2500000","2013 ","Tiptronic",Toyota,Wish S
"3539","Toyota Hiace","3100000","2014 ","Automatic",Toyota,Hiace
"3540","Toyota Voxy","2950000","2012 ","Automatic",Toyota,Voxy
"3541","BMW 730i","750000","2005 ","Automatic",BMW,730i
"3542","Toyota wish","2350000","2012 ","Automatic",Toyota,wish
"3543","Toyota Allion","1060000","2007 ","Automatic",Toyota,Allion
"3544","Toyota RUNX","830000","2006 ","Automatic",Toyota,RUNX
"3545","Toyota AXIO",NA,"2013 ","Automatic",Toyota,AXIO
"3546","Nissan Note",NA,"2012 ","Automatic",Nissan,Note
"3547","Kia Motors Sportage",NA,"2013 ","Tiptronic",Kia,Motors Sportage
"3548","Mazda Premacy",NA,"2013 ","Automatic",Mazda,Premacy
"3549","Toyota Mark X",NA,"2008 ","Automatic",Toyota,Mark X
"3550","Toyota Levin",NA,"1990 ","Automatic",Toyota,Levin
"3551","Toyota Mark X","2650000","2012 ","Tiptronic",Toyota,Mark X
"3552","Volkswagen Jetta","2860000","2016 ","Automatic",Volkswagen,Jetta
"3553","Mazda Premacy","1790000","2013 ","Automatic",Mazda,Premacy
"3554","Toyota Sienta","1650000","2014 ","Automatic",Toyota,Sienta
"3555","Toyota Isis Platana","2e+06","2012 ","Tiptronic",Toyota,Isis Platana
"3556","Honda Stream","780000","2002 ","Automatic",Honda,Stream
"3557","Toyota Yaris","820000","2006 ","Automatic",Toyota,Yaris
"3558","Toyota Isis Platana","1980000","2012 ","Automatic",Toyota,Isis Platana
"3559","Toyota  Mark X 250G","3300000","2015 ","Automatic",Toyota, Mark X 250G
"3560","Honda Accord","5e+05","2002 ","Automatic",Honda,Accord
"3561","Honda Torneo","670000","2000 ","Automatic",Honda,Torneo
"3562","Honda CIVIC","1320000","2008 ","Automatic",Honda,CIVIC
"3563","Honda CIVIC","3800000","2017 ","Automatic",Honda,CIVIC
"3564","Nissan Note",NA,"2014 ","Automatic",Nissan,Note
"3565","Toyota Noah","2050000","2013 ","Automatic",Toyota,Noah
"3566","Mazda Familia 323","550000","1996 ","Automatic",Mazda,Familia 323
"3567","Nissan Caravan","2470000","2013 ","Automatic",Nissan,Caravan
"3568","Toyota Corolla Fielder ","1395000","2012 ","Automatic",Toyota,Corolla Fielder 
"3569","Nissan Frontier","1350000","2007 ","Automatic",Nissan,Frontier
"3570","Toyota Vitz","2100000","2015 ","Automatic",Toyota,Vitz
"3571","Honda CR-V",NA,"2002 ","Automatic",Honda,CR-V
"3572","Toyota IPSUM",NA,"2007 ","Automatic",Toyota,IPSUM
"3573","Toyota Vitz","1250000","2012 ","Automatic",Toyota,Vitz
"3574","Isuzu Pick up","5e+05","1998 ","Automatic",Isuzu,Pick up
"3575","Subaru  Impreza WRX","950000","2006 ","Automatic",Subaru, Impreza WRX
"3576","Toyota Fielder","1550000","2012 ","Automatic",Toyota,Fielder
"3577","Mazda Demio","980000","2012 ","Automatic",Mazda,Demio
"3578","Subaru  Impreza G4","1970000","2012 ","Automatic",Subaru, Impreza G4
"3579","Nissan Sunny B13","250000","1993 ","Automatic",Nissan,Sunny B13
"3580","Mazda damio","1150000","2012 ","Automatic",Mazda,damio
"3581","Toyota Noah","2999000","2014 ","Automatic",Toyota,Noah
"3582","Toyota Camry",NA,"2010 ","Automatic",Toyota,Camry
"3583","Subaru  impreza","1150000","2009 ","Automatic",Subaru, impreza
"3584","Suzuki Swift",NA,"2015 ","Automatic",Suzuki,Swift
"3585","Honda Ridgeline",NA,"2006 ","Automatic",Honda,Ridgeline
"3586","Nissan AD Wagon",NA,"2013 ","Automatic",Nissan,AD Wagon
"3587","BMW X5","3700000","2010 ","Automatic",BMW,X5
"3588","Toyota Voxy","2390000","2012 ","Automatic",Toyota,Voxy
"3589","Toyota Noah",NA,"2013 ","Automatic",Toyota,Noah
"3590","Toyota Mark X","2950000","2013 ","Automatic",Toyota,Mark X
"3591","Honda Fit","2190000","2016 ","Automatic",Honda,Fit
"3592","Honda CIVIC","1550000","2012 ","Automatic",Honda,CIVIC
"3593","Honda Stream","1190000","2007 ","Automatic",Honda,Stream
"3594","Mitsubishi RVR","2750000","2013 ","Automatic",Mitsubishi,RVR
"3595","Mercedes-Benz C250","4200000","2014 ","Automatic",Mercedes-Benz,C250
"3596","Honda Fit Aria","745000","2008 ","Automatic",Honda,Fit Aria
"3597","Nissan Wingroad","1300000","2012 ","Automatic",Nissan,Wingroad
"3598","Nissan Bluebird","970000","2007 ","Automatic",Nissan,Bluebird
"3599","Toyota Voxy ZS Kirameki II","2950000","2013 ","Automatic",Toyota,Voxy ZS Kirameki II
"3600","Toyota kingfish",NA,"2003 ","Automatic",Toyota,kingfish
"3601","Toyota wish","1550000","2010 ","Automatic",Toyota,wish
"3602","Nissan AD Wagon","467000","2004 ","Automatic",Nissan,AD Wagon
"3603","Toyota Vitz","1250000","2012 ","Automatic",Toyota,Vitz
"3604","Honda Stream","1400000","2009 ","Automatic",Honda,Stream
"3605","Subaru  G4",NA,"2013 ","Automatic",Subaru, G4
"3606","Nissan Sylphy","1890000","2013 ","Automatic",Nissan,Sylphy
"3607","Mazda BT-50",NA,"2008 ","Manual",Mazda,BT-50
"3608","BMW 520i","7e+05","1998 ","Automatic",BMW,520i
"3609","Nissan Bluebird Sylphy","8e+05","2006 ","Automatic",Nissan,Bluebird Sylphy
"3610","Nissan Wingroad","1380000","2013 ","Automatic",Nissan,Wingroad
"3611","Toyota Prado","4380000","2011 ","Automatic",Toyota,Prado
"3612","Honda CIVIC",NA,"2004 ","Automatic",Honda,CIVIC
"3613","Nissan AD Wagon",NA,"2013 ","Automatic",Nissan,AD Wagon
"3614","BMW 320i Sport",NA,"2014 ","Automatic",BMW,320i Sport
"3615","Toyota AXIO",NA,"2014 ","Automatic",Toyota,AXIO
"3616","Nissan LATIO",NA,"2012 ","Automatic",Nissan,LATIO
"3617","Honda Hrv","3400000","2016 ","Automatic",Honda,Hrv
"3618","Subaru  Legacy","750000","2005 ","Manual",Subaru, Legacy
"3619","Toyota Probox","1190000","2013 ","Automatic",Toyota,Probox
"3620","Nissan Lafesta Highwaystar Aero",NA,"2013 ","Automatic",Nissan,Lafesta Highwaystar Aero
"3621","Toyota Wish S","2200000","2012 ","Tiptronic",Toyota,Wish S
"3622","Honda Prelude","2e+05","1991 ","Automatic",Honda,Prelude
"3623","Suzuki Grand Vitara","2300000","2012 ","Automatic",Suzuki,Grand Vitara
"3624","Toyota Harrier","1350000","2001 ","Automatic",Toyota,Harrier
"3625","Toyota Hiace",NA,"2011 ","Automatic",Toyota,Hiace
"3626","Toyota Hiace","6e+05","1999 ","Automatic",Toyota,Hiace
"3627","Honda Fit RS",NA,"2008 ","Automatic",Honda,Fit RS
